~ACCTNO~|~TRDATE~|~TRTYPE~|~TRDESC~|~TRAMT~|~REV1~|~REV2~|~REV3~|~REV4~|~REV5~|~REV6~|~REV7~|~REV8~|~REV9~|~REV10~|~REV11~|~REV12~|~REV13~|~REV14~|~REV15~|~TAX1~|~TAX2~|~TAX3~|~TAX4~|~TAX5~|~TAX6~|~TAX7~|~TAX8~|~TAX9~|~TAX10~|~TAX11~|~TAX12~|~TAX13~|~TAX14~|~TAX15~|~MTY1~|~MTY2~|~MTY3~|~MTY4~|~MTY5~|~MTY6~|~MTY7~|~CRD1~|~CRD2~|~CRD3~|~CRD4~|~CRD5~|~CRD6~|~CRD7~|~PRD1~|~PRD2~|~PRD3~|~PRD4~|~PRD5~|~PRD6~|~PRD7~|~ERD1~|~ERD2~|~ERD3~|~ERD4~|~ERD5~|~ERD6~|~ERD7~|~BLNO~|~RDATE~|~BDATE~|~PDDATE~|~DDATE~|~PRP~|~OPNO~|~RBAL~|~CHKA~|~CSHA~|~PDATE~
~11~|~09/29/2017~|~1~|~Utility Billing~|~61.75~|~12.25~|~21.50~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54780~|~0~|~0~|~0~|~0~|~0~|~0~|~54720~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~09/26/2017~|~09/29/2017~|~10/16/2017~|~10/10/2017~|~0~|~5~|~61.75~|~0.00~|~0.00~|~08/23/2017~
~11~|~09/15/2017~|~4~|~CM-ck#5884~|~61.75~|~12.25~|~21.50~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~61.75~|~0.00~|~~
~11~|~08/31/2017~|~1~|~Utility Billing~|~61.75~|~12.25~|~21.50~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54720~|~0~|~0~|~0~|~0~|~0~|~0~|~54690~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~08/23/2017~|~08/31/2017~|~09/15/2017~|~09/11/2017~|~0~|~5~|~61.75~|~0.00~|~0.00~|~07/21/2017~
~11~|~08/15/2017~|~4~|~CM-ck#5875~|~61.75~|~12.25~|~21.50~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~61.75~|~0.00~|~~
~11~|~07/31/2017~|~1~|~Utility Billing~|~61.75~|~12.25~|~21.50~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54690~|~0~|~0~|~0~|~0~|~0~|~0~|~54630~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~07/21/2017~|~07/31/2017~|~08/15/2017~|~08/10/2017~|~0~|~5~|~61.75~|~0.00~|~0.00~|~06/23/2017~
~11~|~07/17/2017~|~4~|~CM-ck#5865~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~06/30/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54630~|~0~|~0~|~0~|~0~|~0~|~0~|~54570~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~06/23/2017~|~06/30/2017~|~07/17/2017~|~07/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~05/25/2017~
~11~|~06/15/2017~|~4~|~CM-ck#5854~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~05/31/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54570~|~0~|~0~|~0~|~0~|~0~|~0~|~54450~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~05/25/2017~|~05/31/2017~|~06/15/2017~|~06/12/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~04/20/2017~
~11~|~05/15/2017~|~4~|~CM-ck#5845~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~04/28/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54450~|~0~|~0~|~0~|~0~|~0~|~0~|~54320~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~04/20/2017~|~04/28/2017~|~05/15/2017~|~05/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~03/27/2017~
~11~|~04/17/2017~|~4~|~CM-ck#5838~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~03/30/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54320~|~0~|~0~|~0~|~0~|~0~|~0~|~54060~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~03/27/2017~|~03/30/2017~|~04/17/2017~|~04/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~02/20/2017~
~11~|~03/13/2017~|~4~|~CM-ck#5829~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~02/28/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~54060~|~0~|~0~|~0~|~0~|~0~|~0~|~53900~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~02/20/2017~|~02/28/2017~|~03/15/2017~|~03/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~01/23/2017~
~11~|~02/15/2017~|~4~|~CM-5822~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~01/31/2017~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~53900~|~0~|~0~|~0~|~0~|~0~|~0~|~53490~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~01/23/2017~|~01/31/2017~|~02/15/2017~|~02/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~12/19/2016~
~11~|~01/17/2017~|~4~|~CM-CK#5813~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~12/30/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~53490~|~0~|~0~|~0~|~0~|~0~|~0~|~53010~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~12/19/2016~|~12/30/2016~|~01/17/2017~|~01/10/2017~|~0~|~5~|~58.70~|~0.00~|~0.00~|~11/22/2016~
~11~|~12/15/2016~|~4~|~CM-5800~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~11/30/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~53010~|~0~|~0~|~0~|~0~|~0~|~0~|~52610~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~11/22/2016~|~11/30/2016~|~12/15/2016~|~12/12/2016~|~0~|~5~|~58.70~|~0.00~|~0.00~|~10/24/2016~
~11~|~11/14/2016~|~4~|~CM-ck#5788~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~10/31/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~52610~|~0~|~0~|~0~|~0~|~0~|~0~|~52310~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~10/24/2016~|~10/31/2016~|~11/15/2016~|~11/10/2016~|~0~|~5~|~58.70~|~0.00~|~0.00~|~09/22/2016~
~11~|~10/17/2016~|~4~|~CM-5779~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~09/30/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~52310~|~0~|~0~|~0~|~0~|~0~|~0~|~52130~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~09/22/2016~|~09/30/2016~|~10/17/2016~|~10/10/2016~|~0~|~5~|~58.70~|~0.00~|~0.00~|~08/29/2016~
~11~|~09/15/2016~|~4~|~CM-ck#5765~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~08/31/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~52130~|~0~|~0~|~0~|~0~|~0~|~0~|~51930~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~11~|~08/29/2016~|~08/31/2016~|~09/15/2016~|~09/10/2016~|~0~|~5~|~58.70~|~0.00~|~0.00~|~07/21/2016~
~11~|~08/15/2016~|~4~|~CM-5757~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~58.70~|~0.00~|~~
~11~|~08/15/2016~|~33~|~CM-Payment Adjustment~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~5~|~58.70~|~0.00~|~58.70~|~~
~11~|~08/15/2016~|~4~|~CM-5757~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~1~|~5~|~0.00~|~0.00~|~58.70~|~~
~11~|~07/29/2016~|~1~|~Utility Billing~|~58.70~|~10.50~|~20.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~51930~|~0~|~0~|~0~|~0~|~0~|~0~|~51870~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~13~|~07/21/2016~|~07/29/2016~|~08/15/2016~|~08/10/2016~|~0~|~5~|~58.70~|~0.00~|~0.00~|~06/23/2016~
~11~|~07/15/2016~|~4~|~CM-ck#5747~|~56.20~|~10.00~|~18.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~56.20~|~0.00~|~~
~11~|~06/30/2016~|~1~|~Utility Billing~|~56.20~|~10.00~|~18.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~51870~|~0~|~0~|~0~|~0~|~0~|~0~|~51470~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~9~|~06/23/2016~|~06/30/2016~|~07/15/2016~|~07/11/2016~|~0~|~5~|~56.20~|~0.00~|~0.00~|~05/23/2016~
~11~|~06/13/2016~|~4~|~CM-ck#5739~|~56.20~|~10.00~|~18.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~0~|~~|~~|~~|~~|~2~|~5~|~0.00~|~56.20~|~0.00~|~~
~11~|~05/31/2016~|~1~|~Utility Billing~|~56.20~|~10.00~|~18.20~|~24.00~|~2.00~|~2.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~0.00~|~3~|~0~|~0~|~0~|~0~|~0~|~0~|~51890~|~0~|~0~|~0~|~0~|~0~|~0~|~51170~|~0~|~0~|~0~|~0~|~0~|~0~|~~|~~|~~|~~|~~|~~|~~|~10~|~05/23/2016~|~05/31/2016~|~06/15/2016~|~06/10/2016~|~0~|~5~|~56.20~|~0.00~|~0.00~|~04/26/2016~
